audienceId,id,name
343440,393286,LR_Promo_Qualcomm_TAP_KA_2024113_SVV_02_022024
343440,392417,999 FUC - Geolocation (Email)
343440,392416,999 - FUC - Geolocation (Digital)
343440,392409,999 - FUC - Refer a Friend
343440,392220,att_domain_test_completeness
343440,389994,AUDIENCE_MVNO24_EnterprisePaidGA_ActivationHP_SEG1A_MM_01022024
343440,389993,AUDIENCE_MVNO24_EnterprisePaidGA_ActivationMP_SEG1A_MM_01022024
343440,389991,LR_Promo_NetX-NetZero_DS_KA_2024107_GUE_CON_OTH_01_021924
343440,389987,LR_Promo_Qualcomm_TAP_KA_2024113_CON_OTH_02_021724
343440,389972,LR_Promo_Qualcomm_TAP_KA_2024113_MSP_CSP_02_021624
343440,389899,LR_Promo_Qualcomm_TAP_KA_2024113_GUE_02_021624
343440,389739,LR_Promo_5GORCH_DS_AL_2398902_06_SVV_01_021624
343440,389727,LR_Promo_NETSCOUT_WS_AL_2557106_04_CON_OTH_01_021624
